state,sale_start,sale_end,revenue
Nebraska,2014-04-10,2014-04-12,787.0
Georgia,2014-11-15,2014-11-15,1298.0
Florida,2014-02-02,2014-02-04,1125.0
Alaska,2014-02-10,2014-02-10,688.0
Oklahoma,2014-05-20,2014-05-21,432.0
Georgia,2014-09-27,2014-09-27,1195.0
California,2014-06-27,2014-06-29,646.0
Florida,2014-09-13,2014-09-14,955.0
Nebraska,2014-01-10,2014-01-10,915.0
Florida,2014-07-21,2014-07-22,833.0
Oklahoma,2014-01-31,2014-02-01,534.0
Delaware,2014-02-19,2014-02-22,1011.0
Delaware,2014-12-08,2014-12-10,998.0
New York,2014-08-03,2014-08-04,745.0
Indiana,2014-06-19,2014-06-20,512.0
Alaska,2014-01-14,2014-01-16,641.0
Washington,2014-10-06,2014-10-08,817.0
Maine,2014-06-03,2014-06-06,455.0
Maine,2014-04-04,2014-04-07,272.0
Nevada,2014-01-04,2014-01-04,692.0
Delaware,2014-08-31,2014-08-31,775.0
Arkansas,2014-09-08,2014-09-10,1055.0
Alaska,2014-01-17,2014-01-18,745.0
Oklahoma,2014-03-20,2014-03-22,488.0
Illinois,2014-06-30,2014-07-03,1525.0
Mississippi,2014-02-08,2014-02-09,651.0
Washington,2014-09-17,2014-09-18,998.0
Washington,2014-09-03,2014-09-04,823.0
Florida,2014-12-04,2014-12-07,789.0
Washington,2014-07-10,2014-07-11,869.0
Arkansas,2014-11-29,2014-12-02,1241.0
Oregon,2014-07-29,2014-07-30,697.0
New York,2014-05-29,2014-05-29,788.0
Idaho,2014-06-11,2014-06-13,1155.0
Arkansas,2014-09-23,2014-09-23,1227.0
Iowa,2014-12-24,2014-12-25,1060.0
Maine,2014-04-06,2014-04-08,327.0
Nevada,2014-05-11,2014-05-13,477.0
Washington,2014-06-10,2014-06-12,1024.0
Nebraska,2014-09-06,2014-09-06,761.0
Louisiana,2014-11-23,2014-11-24,1233.0
Indiana,2014-05-15,2014-05-17,638.0
New York,2014-04-19,2014-04-20,615.0
Delaware,2014-11-03,2014-11-05,960.0
Illinois,2014-03-05,2014-03-06,1725.0
Maine,2014-10-01,2014-10-02,253.0
Missouri,2014-07-14,2014-07-15,1252.0
New York,2014-01-11,2014-01-14,663.0
Delaware,2014-10-04,2014-10-07,927.0
Alaska,2014-04-15,2014-04-17,651.0
Washington,2014-07-16,2014-07-16,856.0
Illinois,2014-11-13,2014-11-16,1410.0
New Mexico,2014-04-18,2014-04-20,1252.0
Ohio,2014-06-06,2014-06-07,652.0
Nevada,2014-03-16,2014-03-17,283.0
Montana,2014-05-12,2014-05-13,1048.0
California,2014-01-08,2014-01-09,646.0
Delaware,2014-12-21,2014-12-24,897.0
Delaware,2014-06-18,2014-06-21,935.0
Texas,2014-10-31,2014-11-01,1284.0
Nebraska,2014-04-13,2014-04-15,702.0
Iowa,2014-07-12,2014-07-13,1069.0
Idaho,2014-11-26,2014-11-26,1251.0
Illinois,2014-05-19,2014-05-19,1481.0
New York,2014-04-13,2014-04-13,892.0
Alaska,2014-03-31,2014-03-31,662.0
Louisiana,2014-08-13,2014-08-14,1429.0
Louisiana,2014-12-18,2014-12-20,1213.0
Mississippi,2014-03-07,2014-03-07,678.0
Nevada,2014-10-24,2014-10-26,427.0
Delaware,2014-10-31,2014-11-03,818.0
Mississippi,2014-02-02,2014-02-05,722.0
Delaware,2014-10-20,2014-10-22,840.0
Texas,2014-10-18,2014-10-18,1299.0
Delaware,2014-04-09,2014-04-10,1064.0
Mississippi,2014-08-27,2014-08-29,619.0
Louisiana,2014-11-11,2014-11-13,1241.0
Nevada,2014-09-24,2014-09-24,510.0
Idaho,2014-06-28,2014-06-30,1313.0
Missouri,2014-06-15,2014-06-18,1134.0
New York,2014-06-09,2014-06-10,744.0
Kansas,2014-06-14,2014-06-17,1197.0
Oklahoma,2014-06-16,2014-06-16,467.0
Oregon,2014-03-17,2014-03-18,717.0
Oregon,2014-04-10,2014-04-10,905.0
Washington,2014-10-03,2014-10-06,895.0
Montana,2014-10-11,2014-10-14,775.0
Ohio,2014-01-21,2014-01-23,628.0
Nebraska,2014-03-13,2014-03-16,657.0
Iowa,2014-06-20,2014-06-22,1133.0
Maine,2014-09-02,2014-09-02,468.0
Alaska,2014-03-13,2014-03-15,623.0
Montana,2014-06-09,2014-06-09,871.0
Oregon,2014-11-08,2014-11-08,696.0
Maine,2014-04-10,2014-04-11,441.0
Alaska,2014-01-18,2014-01-20,722.0
Mississippi,2014-04-29,2014-05-01,641.0
Nebraska,2014-09-28,2014-09-29,637.0
Oklahoma,2014-06-20,2014-06-22,595.0
Delaware,2014-04-29,2014-04-30,810.0
Iowa,2014-12-24,2014-12-27,1039.0
Idaho,2014-05-31,2014-06-01,1443.0
Iowa,2014-07-31,2014-08-03,1084.0
Washington,2014-10-13,2014-10-14,766.0
California,2014-07-28,2014-07-28,526.0
Nebraska,2014-08-01,2014-08-04,743.0
Mississippi,2014-04-17,2014-04-18,636.0
Iowa,2014-05-27,2014-05-29,1229.0
Mississippi,2014-10-02,2014-10-05,495.0
Missouri,2014-10-12,2014-10-12,1163.0
Nevada,2014-10-23,2014-10-23,358.0
New Mexico,2014-09-10,2014-09-13,1139.0
Nebraska,2014-01-30,2014-01-30,699.0
Maine,2014-04-26,2014-04-29,442.0
Illinois,2014-07-23,2014-07-26,1476.0
New York,2014-09-04,2014-09-06,710.0
Idaho,2014-08-05,2014-08-06,1395.0
Montana,2014-12-22,2014-12-22,755.0
Florida,2014-12-01,2014-12-04,869.0
Kansas,2014-12-03,2014-12-04,1201.0
Washington,2014-10-13,2014-10-15,879.0
Alaska,2014-01-21,2014-01-22,732.0
Ohio,2014-01-22,2014-01-25,478.0
Ohio,2014-01-01,2014-01-01,470.0
Idaho,2014-07-04,2014-07-07,1400.0
Montana,2014-08-01,2014-08-04,1012.0
Mississippi,2014-06-17,2014-06-17,685.0
Florida,2014-07-09,2014-07-12,919.0
Arkansas,2014-05-10,2014-05-13,1363.0
Louisiana,2014-11-02,2014-11-02,1233.0
Idaho,2014-12-06,2014-12-08,1259.0
Nebraska,2014-01-05,2014-01-05,754.0
New York,2014-03-29,2014-04-01,968.0
Illinois,2014-04-17,2014-04-18,1464.0
Alaska,2014-05-08,2014-05-08,662.0
Oregon,2014-05-18,2014-05-18,886.0
Nebraska,2014-04-09,2014-04-09,658.0
New Mexico,2014-04-07,2014-04-09,1179.0
Maine,2014-01-25,2014-01-27,436.0
Mississippi,2014-03-01,2014-03-01,756.0
Mississippi,2014-01-21,2014-01-22,657.0
Missouri,2014-09-21,2014-09-21,1320.0
Montana,2014-03-09,2014-03-09,751.0
Alaska,2014-07-29,2014-08-01,674.0
Alaska,2014-04-23,2014-04-26,527.0
Iowa,2014-10-20,2014-10-20,1298.0
Louisiana,2014-12-15,2014-12-15,1312.0
Mississippi,2014-04-08,2014-04-11,529.0
Iowa,2014-11-24,2014-11-25,1136.0
Montana,2014-07-19,2014-07-19,882.0
Idaho,2014-03-01,2014-03-04,1375.0
Delaware,2014-09-25,2014-09-27,969.0
Illinois,2014-10-31,2014-11-03,1381.0
California,2014-08-07,2014-08-10,474.0
Mississippi,2014-09-20,2014-09-23,653.0
New York,2014-07-13,2014-07-13,844.0
Montana,2014-06-10,2014-06-13,941.0
Nevada,2014-01-12,2014-01-14,605.0
Nebraska,2014-01-17,2014-01-20,817.0
Ohio,2014-05-03,2014-05-04,590.0
Maine,2014-04-19,2014-04-22,527.0
Nebraska,2014-01-26,2014-01-27,708.0
Florida,2014-03-30,2014-04-01,1024.0
Missouri,2014-07-20,2014-07-20,1169.0
Illinois,2014-09-07,2014-09-07,1434.0
Texas,2014-09-08,2014-09-10,1153.0
Louisiana,2014-07-25,2014-07-25,1616.0
Maine,2014-03-12,2014-03-15,237.0
Delaware,2014-11-22,2014-11-23,913.0
Louisiana,2014-09-17,2014-09-17,1448.0
Nevada,2014-09-05,2014-09-08,391.0
Illinois,2014-10-10,2014-10-10,1406.0
Delaware,2014-09-18,2014-09-19,806.0
New York,2014-03-24,2014-03-26,714.0
Louisiana,2014-10-16,2014-10-17,1367.0
Arkansas,2014-12-02,2014-12-02,1082.0
Idaho,2014-02-13,2014-02-16,1291.0
Delaware,2014-10-24,2014-10-24,865.0
Delaware,2014-10-17,2014-10-19,783.0
Iowa,2014-12-16,2014-12-17,998.0
Nebraska,2014-03-04,2014-03-06,586.0
Texas,2014-07-17,2014-07-19,1180.0
Florida,2014-10-09,2014-10-12,799.0
Indiana,2014-03-15,2014-03-16,670.0
Illinois,2014-09-08,2014-09-11,1340.0
Texas,2014-11-16,2014-11-18,1155.0
Washington,2014-12-20,2014-12-20,749.0
Kansas,2014-10-13,2014-10-15,1159.0
Nevada,2014-10-23,2014-10-25,478.0
Indiana,2014-03-05,2014-03-05,530.0
Louisiana,2014-11-04,2014-11-06,1358.0
Nebraska,2014-02-01,2014-02-01,807.0
California,2014-03-18,2014-03-18,607.0
Missouri,2014-11-28,2014-12-01,1161.0
New York,2014-02-17,2014-02-18,868.0
Oregon,2014-06-12,2014-06-15,900.0
Oklahoma,2014-05-13,2014-05-16,564.0
New York,2014-05-26,2014-05-28,802.0
Mississippi,2014-06-07,2014-06-08,757.0
Arkansas,2014-11-29,2014-12-01,1266.0
Delaware,2014-07-25,2014-07-28,824.0
Illinois,2014-08-27,2014-08-29,1381.0
New Mexico,2014-07-06,2014-07-06,1114.0
Nevada,2014-06-23,2014-06-26,431.0
New Mexico,2014-07-02,2014-07-02,1204.0
Nebraska,2014-02-12,2014-02-15,768.0
Arkansas,2014-05-26,2014-05-28,1111.0
Arkansas,2014-11-20,2014-11-21,1081.0
Nevada,2014-01-24,2014-01-26,407.0
Maine,2014-10-15,2014-10-16,430.0
Oregon,2014-06-16,2014-06-18,813.0
Florida,2014-10-16,2014-10-18,861.0
Alaska,2014-10-10,2014-10-10,644.0
New Mexico,2014-07-24,2014-07-24,1199.0
Kansas,2014-05-23,2014-05-23,1179.0
Illinois,2014-12-22,2014-12-24,1254.0
Oklahoma,2014-03-07,2014-03-09,478.0
Ohio,2014-11-27,2014-11-28,577.0
California,2014-11-06,2014-11-06,364.0
California,2014-01-06,2014-01-09,776.0
Kansas,2014-06-22,2014-06-24,1268.0
Idaho,2014-02-18,2014-02-19,1554.0
Kansas,2014-12-19,2014-12-19,1034.0
Iowa,2014-08-01,2014-08-04,1095.0
Oklahoma,2014-10-01,2014-10-01,565.0
New Mexico,2014-05-12,2014-05-12,1115.0
New York,2014-07-06,2014-07-07,617.0
Texas,2014-08-29,2014-08-30,1207.0
New Mexico,2014-04-06,2014-04-06,1325.0
Maine,2014-01-19,2014-01-19,384.0
Texas,2014-03-26,2014-03-26,1349.0
Florida,2014-10-22,2014-10-22,822.0
Georgia,2014-11-17,2014-11-17,1115.0
Iowa,2014-09-05,2014-09-06,1225.0
Alaska,2014-01-21,2014-01-22,605.0
Indiana,2014-09-18,2014-09-19,545.0
Washington,2014-07-04,2014-07-04,983.0
Oregon,2014-08-07,2014-08-10,858.0
Missouri,2014-10-16,2014-10-16,1060.0
Kansas,2014-12-14,2014-12-15,950.0
Illinois,2014-12-16,2014-12-18,1263.0
Florida,2014-08-17,2014-08-20,757.0
Ohio,2014-05-30,2014-06-01,627.0
Idaho,2014-11-10,2014-11-12,1214.0
Kansas,2014-10-05,2014-10-05,1091.0
Arkansas,2014-07-12,2014-07-15,1353.0
California,2014-11-09,2014-11-10,577.0
Maine,2014-05-15,2014-05-16,309.0
Georgia,2014-12-21,2014-12-22,1085.0
Washington,2014-10-30,2014-11-01,858.0
California,2014-04-03,2014-04-03,682.0
New Mexico,2014-10-22,2014-10-23,1053.0
Iowa,2014-10-12,2014-10-12,1180.0
Indiana,2014-02-09,2014-02-12,390.0
Oklahoma,2014-02-14,2014-02-15,519.0
Maine,2014-01-03,2014-01-06,435.0
Illinois,2014-07-07,2014-07-08,1518.0
Ohio,2014-04-25,2014-04-27,600.0
Mississippi,2014-01-09,2014-01-12,726.0
California,2014-06-19,2014-06-19,809.0
Indiana,2014-03-05,2014-03-07,739.0
Mississippi,2014-07-31,2014-07-31,610.0
Oklahoma,2014-05-21,2014-05-22,501.0
Montana,2014-12-09,2014-12-10,783.0
Maine,2014-02-06,2014-02-08,359.0
Alaska,2014-02-12,2014-02-13,714.0
Kansas,2014-02-28,2014-03-02,1124.0
Iowa,2014-06-15,2014-06-15,1238.0
Texas,2014-11-26,2014-11-28,1160.0
Oklahoma,2014-03-28,2014-03-29,561.0
Mississippi,2014-10-20,2014-10-23,621.0
Maine,2014-11-13,2014-11-16,365.0
Missouri,2014-05-02,2014-05-02,1232.0
Florida,2014-08-13,2014-08-15,1050.0
Kansas,2014-07-22,2014-07-22,1214.0
California,2014-04-23,2014-04-24,707.0
Nevada,2014-11-13,2014-11-13,398.0
Arkansas,2014-04-20,2014-04-22,1087.0
Idaho,2014-11-28,2014-11-30,1248.0
Indiana,2014-10-25,2014-10-27,527.0
Iowa,2014-03-28,2014-03-28,1222.0
Iowa,2014-11-29,2014-11-30,1041.0
Louisiana,2014-09-15,2014-09-17,1299.0
Montana,2014-11-16,2014-11-19,917.0
Ohio,2014-06-01,2014-06-01,803.0
Arkansas,2014-09-25,2014-09-27,1188.0
Florida,2014-05-31,2014-05-31,1001.0
Missouri,2014-07-03,2014-07-05,1161.0
Ohio,2014-04-29,2014-04-29,671.0
Oregon,2014-01-13,2014-01-16,662.0
Ohio,2014-03-24,2014-03-25,631.0
New Mexico,2014-10-15,2014-10-15,1117.0
New Mexico,2014-12-02,2014-12-03,1135.0
Georgia,2014-09-26,2014-09-29,1089.0
New York,2014-01-17,2014-01-17,718.0
Alaska,2014-02-12,2014-02-13,574.0
Alaska,2014-04-20,2014-04-20,673.0
Montana,2014-03-25,2014-03-25,903.0
Oregon,2014-07-22,2014-07-25,650.0
Ohio,2014-09-17,2014-09-18,537.0
Florida,2014-06-16,2014-06-16,847.0
Ohio,2014-02-17,2014-02-18,791.0
Iowa,2014-09-27,2014-09-29,1273.0
Arkansas,2014-02-07,2014-02-10,1477.0
Nevada,2014-06-20,2014-06-23,499.0
Georgia,2014-11-30,2014-12-03,1155.0
Oklahoma,2014-11-20,2014-11-23,464.0
Delaware,2014-10-04,2014-10-04,758.0
Texas,2014-10-03,2014-10-03,1046.0
Oklahoma,2014-02-05,2014-02-08,553.0
Texas,2014-10-19,2014-10-21,1130.0
Louisiana,2014-11-24,2014-11-27,1415.0
Nebraska,2014-03-02,2014-03-02,915.0
New York,2014-01-25,2014-01-27,848.0
Georgia,2014-10-24,2014-10-26,1256.0
Maine,2014-01-05,2014-01-08,180.0
Mississippi,2014-03-10,2014-03-13,865.0
Indiana,2014-04-19,2014-04-22,580.0
Kansas,2014-11-27,2014-11-29,1132.0
Alaska,2014-08-08,2014-08-10,698.0
Alaska,2014-10-05,2014-10-05,500.0
New Mexico,2014-07-21,2014-07-24,1279.0
Georgia,2014-10-30,2014-10-30,1187.0
Indiana,2014-09-06,2014-09-07,463.0
Maine,2014-08-04,2014-08-05,335.0
Louisiana,2014-09-16,2014-09-18,1525.0
Missouri,2014-07-14,2014-07-14,1126.0
California,2014-11-06,2014-11-08,481.0
Georgia,2014-02-25,2014-02-28,1450.0
Arkansas,2014-09-15,2014-09-18,1116.0
Texas,2014-08-12,2014-08-12,1352.0
Georgia,2014-08-14,2014-08-15,1255.0
Missouri,2014-11-06,2014-11-06,1202.0
Texas,2014-07-05,2014-07-08,1303.0
Washington,2014-11-26,2014-11-29,714.0
Texas,2014-10-13,2014-10-16,1198.0
Mississippi,2014-09-05,2014-09-06,389.0
Texas,2014-11-07,2014-11-10,1178.0
Louisiana,2014-09-17,2014-09-19,1544.0
Illinois,2014-08-02,2014-08-05,1355.0
Idaho,2014-07-13,2014-07-14,1419.0
New Mexico,2014-11-25,2014-11-28,1147.0
Montana,2014-06-25,2014-06-25,914.0
Georgia,2014-12-04,2014-12-04,1131.0
Nebraska,2014-01-18,2014-01-18,707.0
Ohio,2014-11-03,2014-11-05,497.0
Maine,2014-04-30,2014-05-03,334.0
Florida,2014-12-16,2014-12-19,883.0
Mississippi,2014-05-27,2014-05-29,646.0
Delaware,2014-12-11,2014-12-13,818.0
Oregon,2014-01-31,2014-02-02,868.0
Georgia,2014-07-17,2014-07-18,1201.0
Washington,2014-12-02,2014-12-02,829.0
Iowa,2014-10-29,2014-10-30,1151.0
Kansas,2014-11-28,2014-11-30,1225.0
Nebraska,2014-02-21,2014-02-22,878.0
Nebraska,2014-02-04,2014-02-07,906.0
Iowa,2014-08-17,2014-08-18,1096.0
Alaska,2014-03-13,2014-03-14,715.0
Florida,2014-10-17,2014-10-20,757.0
Kansas,2014-11-16,2014-11-16,943.0
Maine,2014-03-01,2014-03-02,612.0
Montana,2014-06-01,2014-06-03,948.0
Kansas,2014-07-27,2014-07-29,1238.0
California,2014-05-25,2014-05-26,528.0
Iowa,2014-07-31,2014-08-02,1165.0
Kansas,2014-08-31,2014-09-02,1121.0
Ohio,2014-03-19,2014-03-21,855.0
Oregon,2014-01-25,2014-01-28,599.0
Oregon,2014-03-24,2014-03-26,841.0
Alaska,2014-08-16,2014-08-16,790.0
Illinois,2014-08-02,2014-08-04,1430.0
Nevada,2014-06-19,2014-06-22,555.0
Oklahoma,2014-01-13,2014-01-13,643.0
Indiana,2014-05-25,2014-05-26,593.0
Ohio,2014-08-29,2014-09-01,790.0
Delaware,2014-05-10,2014-05-10,1073.0
California,2014-04-16,2014-04-16,741.0
New Mexico,2014-11-17,2014-11-17,908.0
Florida,2014-11-20,2014-11-21,871.0
Nevada,2014-11-03,2014-11-03,434.0
California,2014-08-12,2014-08-13,685.0
Maine,2014-07-03,2014-07-03,294.0
Maine,2014-10-14,2014-10-16,327.0
Nebraska,2014-04-01,2014-04-02,699.0
Arkansas,2014-12-22,2014-12-23,1181.0
Alaska,2014-04-10,2014-04-10,632.0
New Mexico,2014-02-11,2014-02-11,1216.0
New York,2014-02-19,2014-02-19,940.0
Oregon,2014-03-06,2014-03-08,735.0
Maine,2014-02-20,2014-02-20,544.0
Oregon,2014-09-25,2014-09-25,501.0
Illinois,2014-12-17,2014-12-20,1176.0
Iowa,2014-12-23,2014-12-24,896.0
Louisiana,2014-12-23,2014-12-24,1282.0
Delaware,2014-05-14,2014-05-17,961.0
Nebraska,2014-04-14,2014-04-15,691.0
Indiana,2014-09-18,2014-09-18,488.0
California,2014-01-17,2014-01-19,806.0
Louisiana,2014-12-13,2014-12-15,1286.0
Illinois,2014-10-20,2014-10-22,1511.0
Nebraska,2014-10-29,2014-10-30,493.0
Illinois,2014-09-28,2014-09-29,1401.0
Delaware,2014-12-10,2014-12-10,881.0
Illinois,2014-07-13,2014-07-13,1293.0
Oklahoma,2014-05-11,2014-05-11,594.0
Oklahoma,2014-04-26,2014-04-27,678.0
New York,2014-07-15,2014-07-17,556.0
Oklahoma,2014-03-08,2014-03-11,561.0
Delaware,2014-11-29,2014-12-01,769.0
Washington,2014-03-22,2014-03-24,1068.0
Idaho,2014-12-05,2014-12-06,1212.0
Iowa,2014-07-27,2014-07-30,1117.0
California,2014-06-09,2014-06-09,871.0
California,2014-03-23,2014-03-25,661.0
Illinois,2014-08-21,2014-08-21,1327.0
Georgia,2014-04-21,2014-04-22,1385.0
Mississippi,2014-01-16,2014-01-19,636.0
New York,2014-07-03,2014-07-06,787.0
Idaho,2014-11-16,2014-11-17,1221.0
Mississippi,2014-04-29,2014-05-02,628.0
Arkansas,2014-08-06,2014-08-08,1322.0
Louisiana,2014-12-21,2014-12-24,1444.0
Georgia,2014-10-26,2014-10-28,1081.0
New York,2014-05-21,2014-05-23,755.0
Oklahoma,2014-02-28,2014-03-03,429.0
Georgia,2014-11-09,2014-11-11,1278.0
Arkansas,2014-11-22,2014-11-24,1040.0
Maine,2014-03-08,2014-03-10,263.0
Alaska,2014-06-17,2014-06-18,708.0
Missouri,2014-11-15,2014-11-18,999.0
Idaho,2014-12-23,2014-12-23,1058.0
Georgia,2014-07-05,2014-07-07,1069.0
Delaware,2014-10-29,2014-10-31,950.0
Delaware,2014-12-12,2014-12-12,817.0
Indiana,2014-07-22,2014-07-25,563.0
Maine,2014-05-27,2014-05-27,392.0
California,2014-11-13,2014-11-16,637.0
Ohio,2014-04-22,2014-04-22,682.0
California,2014-02-20,2014-02-22,636.0
California,2014-01-19,2014-01-20,642.0
Alaska,2014-07-15,2014-07-16,558.0
Nevada,2014-05-06,2014-05-09,679.0
Iowa,2014-10-05,2014-10-08,976.0
Oregon,2014-02-20,2014-02-21,924.0
Mississippi,2014-04-23,2014-04-23,820.0
Texas,2014-12-08,2014-12-11,1146.0
Illinois,2014-08-09,2014-08-10,1389.0
California,2014-09-03,2014-09-04,695.0
Florida,2014-02-24,2014-02-24,1110.0
Maine,2014-04-22,2014-04-23,168.0
Washington,2014-10-23,2014-10-25,925.0
Louisiana,2014-04-24,2014-04-27,1512.0
Montana,2014-10-15,2014-10-18,799.0
Delaware,2014-11-19,2014-11-19,970.0
Alaska,2014-03-12,2014-03-12,721.0
New York,2014-06-17,2014-06-19,736.0
Nevada,2014-02-25,2014-02-28,359.0
Mississippi,2014-10-10,2014-10-10,668.0
Oregon,2014-09-22,2014-09-25,762.0
Louisiana,2014-05-11,2014-05-12,1615.0
Alaska,2014-06-17,2014-06-19,716.0
Texas,2014-11-24,2014-11-26,1284.0
Georgia,2014-05-22,2014-05-22,1221.0
Louisiana,2014-11-07,2014-11-08,1379.0
Idaho,2014-12-08,2014-12-09,1056.0
Iowa,2014-11-05,2014-11-05,1100.0
Kansas,2014-07-25,2014-07-26,1111.0
Maine,2014-01-24,2014-01-25,305.0
Georgia,2014-10-20,2014-10-23,1089.0
Nebraska,2014-01-27,2014-01-28,834.0
Oregon,2014-03-01,2014-03-04,815.0
Delaware,2014-11-09,2014-11-09,840.0
Alaska,2014-03-13,2014-03-13,784.0
Nevada,2014-04-13,2014-04-15,518.0
Delaware,2014-12-23,2014-12-25,659.0
Georgia,2014-11-18,2014-11-21,1175.0
Montana,2014-11-18,2014-11-21,818.0
Georgia,2014-10-03,2014-10-03,1245.0
Florida,2014-03-08,2014-03-09,861.0
Nevada,2014-02-09,2014-02-12,573.0
Indiana,2014-08-13,2014-08-15,700.0
Nevada,2014-06-12,2014-06-15,301.0
Maine,2014-07-20,2014-07-21,331.0
Maine,2014-12-19,2014-12-21,385.0
Washington,2014-08-08,2014-08-10,1036.0
Oregon,2014-02-16,2014-02-18,750.0
Mississippi,2014-06-17,2014-06-17,669.0
Oklahoma,2014-10-19,2014-10-21,490.0
Oregon,2014-09-23,2014-09-25,624.0
Alaska,2014-07-09,2014-07-12,673.0
Florida,2014-11-23,2014-11-26,759.0
Missouri,2014-03-14,2014-03-16,1373.0
Texas,2014-09-17,2014-09-20,1197.0
Illinois,2014-07-30,2014-08-02,1517.0
New York,2014-01-03,2014-01-04,797.0
Montana,2014-11-26,2014-11-27,853.0
Texas,2014-11-26,2014-11-28,1081.0
Oregon,2014-03-13,2014-03-16,837.0
Alaska,2014-10-22,2014-10-23,501.0
Illinois,2014-09-10,2014-09-13,1283.0
Mississippi,2014-03-01,2014-03-02,697.0
New Mexico,2014-10-24,2014-10-26,1224.0
Indiana,2014-03-19,2014-03-20,532.0
Iowa,2014-11-23,2014-11-26,1106.0
Illinois,2014-11-07,2014-11-07,1325.0
Idaho,2014-11-07,2014-11-07,1390.0
New York,2014-07-20,2014-07-20,857.0
Louisiana,2014-10-15,2014-10-17,1425.0
Illinois,2014-03-30,2014-03-31,1487.0
Delaware,2014-12-02,2014-12-05,810.0
Georgia,2014-12-20,2014-12-21,1137.0
Oregon,2014-09-08,2014-09-08,741.0
New Mexico,2014-12-15,2014-12-18,934.0
Illinois,2014-12-14,2014-12-14,1296.0
New Mexico,2014-10-21,2014-10-23,1097.0
Oregon,2014-01-08,2014-01-10,703.0
Montana,2014-07-13,2014-07-13,1068.0
Alaska,2014-12-06,2014-12-06,600.0
Washington,2014-12-20,2014-12-23,882.0
Indiana,2014-01-27,2014-01-27,626.0
Idaho,2014-08-27,2014-08-30,1415.0
Ohio,2014-06-16,2014-06-16,634.0
Louisiana,2014-09-18,2014-09-18,1379.0
Iowa,2014-09-26,2014-09-29,1068.0
Ohio,2014-02-17,2014-02-17,746.0
Oregon,2014-01-14,2014-01-17,719.0
Maine,2014-01-02,2014-01-03,222.0
New Mexico,2014-08-16,2014-08-16,1227.0
Kansas,2014-10-14,2014-10-14,1105.0
Oregon,2014-09-21,2014-09-24,710.0
Alaska,2014-02-17,2014-02-20,723.0
Florida,2014-12-03,2014-12-06,775.0
Missouri,2014-10-30,2014-11-01,1165.0
Florida,2014-01-08,2014-01-10,980.0
Georgia,2014-09-26,2014-09-26,1241.0
Mississippi,2014-04-29,2014-04-30,622.0
Nebraska,2014-05-19,2014-05-21,743.0
Kansas,2014-11-19,2014-11-19,997.0
Georgia,2014-03-18,2014-03-19,1149.0
Missouri,2014-12-22,2014-12-22,1254.0
Georgia,2014-11-13,2014-11-16,1164.0
Oregon,2014-04-16,2014-04-18,781.0
Georgia,2014-10-01,2014-10-01,1161.0
Nevada,2014-01-27,2014-01-29,641.0
Delaware,2014-10-20,2014-10-23,783.0
Delaware,2014-10-20,2014-10-22,834.0
Montana,2014-03-13,2014-03-14,1012.0
Indiana,2014-02-10,2014-02-10,649.0
Ohio,2014-03-15,2014-03-15,776.0
Alaska,2014-07-10,2014-07-11,569.0
Iowa,2014-11-11,2014-11-14,1021.0
Georgia,2014-12-12,2014-12-12,1116.0
Nevada,2014-04-22,2014-04-23,392.0
Nebraska,2014-03-14,2014-03-16,998.0
Kansas,2014-01-09,2014-01-12,1332.0
Montana,2014-04-22,2014-04-22,863.0
New Mexico,2014-05-25,2014-05-26,1245.0
Delaware,2014-07-19,2014-07-20,1042.0
Maine,2014-08-12,2014-08-13,220.0
Oklahoma,2014-01-07,2014-01-10,653.0
Missouri,2014-05-28,2014-05-29,1437.0
Iowa,2014-07-23,2014-07-23,1166.0
Maine,2014-01-28,2014-01-29,397.0
California,2014-06-26,2014-06-26,695.0
Ohio,2014-01-13,2014-01-13,668.0
Montana,2014-09-09,2014-09-09,713.0
Missouri,2014-12-07,2014-12-07,1162.0
Indiana,2014-02-16,2014-02-18,538.0
Delaware,2014-11-24,2014-11-26,946.0
New York,2014-06-25,2014-06-25,641.0
Oregon,2014-06-30,2014-07-03,806.0
Arkansas,2014-10-30,2014-11-02,1101.0
California,2014-07-06,2014-07-08,788.0
Texas,2014-04-27,2014-04-29,1251.0
Oklahoma,2014-05-14,2014-05-15,670.0
Kansas,2014-08-05,2014-08-07,1124.0
Montana,2014-11-18,2014-11-21,914.0
Texas,2014-07-16,2014-07-17,1262.0
Kansas,2014-10-13,2014-10-16,1218.0
Georgia,2014-11-25,2014-11-25,1247.0
Nevada,2014-03-29,2014-03-31,602.0
Nebraska,2014-03-27,2014-03-30,710.0
New York,2014-03-25,2014-03-26,771.0
Texas,2014-11-13,2014-11-15,1283.0
Nebraska,2014-03-07,2014-03-08,784.0
Delaware,2014-09-02,2014-09-02,858.0
Oklahoma,2014-01-03,2014-01-06,680.0
New Mexico,2014-05-17,2014-05-19,1238.0
Georgia,2014-12-03,2014-12-04,1152.0
New York,2014-07-19,2014-07-22,781.0
Oklahoma,2014-08-28,2014-08-29,606.0
Nevada,2014-05-26,2014-05-26,477.0
Oklahoma,2014-08-13,2014-08-16,498.0
Iowa,2014-05-15,2014-05-16,1313.0
Illinois,2014-10-10,2014-10-13,1506.0
Georgia,2014-10-11,2014-10-11,1214.0
Maine,2014-06-07,2014-06-07,368.0
Oregon,2014-10-04,2014-10-05,826.0
California,2014-04-23,2014-04-25,563.0
Montana,2014-06-23,2014-06-25,977.0
